"TIME","GEO","AIRPOL","NACE_R2","UNIT","Value"
"2015","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","HH_OTH","Tonne","179 248.48"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","TOTAL","Tonne","34 484 140.92"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","A","Tonne","6 998 175.78"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","A01","Tonne",":"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","A02","Tonne",":"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","A03","Tonne",":"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","B","Tonne","74 232.76"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","C","Tonne","7 370 250.72"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","C10-C12","Tonne","920 372.25"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","C13-C15","Tonne","62 843.31"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","C16","Tonne","88 550.08"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","C17","Tonne","183 745.97"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","C18","Tonne","78 307.6"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","C19","Tonne","0"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","C20","Tonne","1 458 170.16"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","C21","Tonne","212 062.06"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","C22","Tonne","82 522.09"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","C23","Tonne","3 019 510.32"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","C24","Tonne","405 617.59"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","C25","Tonne","258 899.5"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","C26","Tonne","169 676.91"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","C27","Tonne","90 989.71"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","C28","Tonne","201 704.18"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","C29","Tonne","13 133.14"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","C30","Tonne","34 115.4"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","C31_C32","Tonne","64 036.11"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","C33","Tonne","25 994.35"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","D","Tonne","808 609.61"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","E","Tonne","3 566 497.53"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","E36","Tonne",":"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","E37-E39","Tonne",":"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","F","Tonne","1 136 251.92"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","G","Tonne","1 940 641"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","G45","Tonne","279 608.98"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","G46","Tonne","794 020.64"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","G47","Tonne","867 011.37"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","H","Tonne","8 010 128.17"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","H49","Tonne","7 696 752.96"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","H50","Tonne","0"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","H51","Tonne","0"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","H52","Tonne","231 991.43"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","H53","Tonne","81 383.77"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","I","Tonne","647 100.73"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","J","Tonne","152 341.73"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","J58","Tonne",":"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","J59_J60","Tonne",":"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","J61","Tonne","35 473.13"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","J62_J63","Tonne","76 121.54"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","K","Tonne","244 095.17"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","K64","Tonne","181 028.84"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","K65","Tonne","63 066.32"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","K66","Tonne","0"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","L","Tonne","84 305.93"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","L68A","Tonne",":"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","M","Tonne","537 530.77"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","M69_M70","Tonne",":"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","M71","Tonne",":"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","M72","Tonne","141 874.45"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","M73","Tonne",":"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","M74_M75","Tonne",":"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","N","Tonne","249 660.85"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","N77","Tonne",":"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","N78","Tonne",":"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","N79","Tonne",":"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","N80-N82","Tonne",":"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","O","Tonne","1 372 873.25"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","P","Tonne","75 555.32"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","Q","Tonne","737 544.71"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","Q86","Tonne","404 940.28"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","Q87_Q88","Tonne","332 604.43"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","R","Tonne","180 975.58"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","R90-R92","Tonne",":"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","R93","Tonne",":"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","S","Tonne","297 369.42"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","S94","Tonne",":"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","S95","Tonne",":"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","S96","Tonne",":"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","T","Tonne","0"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","U","Tonne","0"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","TOTAL_HH","Tonne","54 075 509.79"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","HH","Tonne","19 591 368.87"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","HH_HEAT","Tonne","8 838 504.69"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","HH_TRA","Tonne","10 572 408.39"
