"TIME","GEO","AIRPOL","NACE_R2","UNIT","Value"
"2016","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","HH_OTH","Tonne","180 455.79"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","TOTAL","Tonne","33 959 107.76"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","A","Tonne","6 983 748.52"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","A01","Tonne",":"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","A02","Tonne",":"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","A03","Tonne",":"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","B","Tonne","75 027.33"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","C","Tonne","7 162 580.13"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","C10-C12","Tonne","915 559.01"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","C13-C15","Tonne","59 902.49"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","C16","Tonne","83 463.28"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","C17","Tonne","175 615.45"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","C18","Tonne","71 475.44"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","C19","Tonne","0"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","C20","Tonne","1 405 312.56"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","C21","Tonne","199 887.01"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","C22","Tonne","66 233.74"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","C23","Tonne","2 993 681.07"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","C24","Tonne","408 476.54"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","C25","Tonne","251 826.17"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","C26","Tonne","150 127.78"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","C27","Tonne","81 893.81"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","C28","Tonne","176 883.77"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","C29","Tonne","13 706.76"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","C30","Tonne","32 448.04"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","C31_C32","Tonne","52 374.08"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","C33","Tonne","23 713.14"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","D","Tonne","769 253.42"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","E","Tonne","3 567 791.11"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","E36","Tonne",":"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","E37-E39","Tonne",":"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","F","Tonne","1 105 628.79"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","G","Tonne","1 910 944.61"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","G45","Tonne","274 911.09"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","G46","Tonne","702 779.67"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","G47","Tonne","933 253.85"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","H","Tonne","8 061 049.9"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","H49","Tonne","7 738 581.77"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","H50","Tonne","0"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","H51","Tonne","0"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","H52","Tonne","252 376.42"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","H53","Tonne","70 091.7"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","I","Tonne","635 716.91"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","J","Tonne","125 785.48"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","J58","Tonne",":"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","J59_J60","Tonne",":"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","J61","Tonne","25 985.14"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","J62_J63","Tonne","53 789.34"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","K","Tonne","209 218.22"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","K64","Tonne","141 040.39"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","K65","Tonne","68 177.83"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","K66","Tonne","0"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","L","Tonne","91 420.86"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","L68A","Tonne",":"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","M","Tonne","485 151.81"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","M69_M70","Tonne",":"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","M71","Tonne",":"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","M72","Tonne","152 263.76"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","M73","Tonne",":"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","M74_M75","Tonne",":"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","N","Tonne","399 496.29"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","N77","Tonne",":"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","N78","Tonne",":"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","N79","Tonne",":"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","N80-N82","Tonne",":"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","O","Tonne","1 241 829.84"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","P","Tonne","66 373.55"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","Q","Tonne","669 576.8"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","Q86","Tonne","358 866.99"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","Q87_Q88","Tonne","310 709.81"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","R","Tonne","170 522.99"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","R90-R92","Tonne",":"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","R93","Tonne",":"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","S","Tonne","227 991.21"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","S94","Tonne",":"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","S95","Tonne",":"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","S96","Tonne",":"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","T","Tonne","0"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","U","Tonne","0"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","TOTAL_HH","Tonne","53 142 797.02"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","HH","Tonne","19 183 689.26"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","HH_HEAT","Tonne","8 406 763.85"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","HH_TRA","Tonne","10 592 951.79"
"2017","Schweiz","Treibhausgase (CO2, N2O in CO2 Äquivalente, CH4 in CO2 Äquivalente, HFC in CO2 Äquivalente, PFC in CO2 Äquivalente, SF6 in CO2 Äquivalente, NF3 in CO2 Äquivalente)","HH_OTH","Tonne","183 973.62"
